eventid,iyear,imonth,iday,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,nkill,nwound
1.97001E+11,1970,1,0,Philippines,Southeast Asia,Unknown,15.478598,120.599741,Assassination,1,0
1.97001E+11,1970,1,21,Philippines,Southeast Asia,Quezon City,14.67428,121.057495,Bombing/Explosion,0,0
1.97001E+11,1970,1,31,Philippines,Southeast Asia,Bamban,15.675051,120.331618,Unknown,0,1
1.97003E+11,1970,3,0,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.97003E+11,1970,3,24,Philippines,Southeast Asia,Angeles,15.153002,120.591942,Unknown,1,0
1.97004E+11,1970,4,2,Philippines,Southeast Asia,Mabalacat City,15.185916,120.54187,Unknown,2,0
1.97004E+11,1970,4,21,Philippines,Southeast Asia,Cauayan,,,Bombing/Explosion,36,0
1.97006E+11,1970,6,2,Philippines,Southeast Asia,Roxas,11.586558,122.753716,Bombing/Explosion,1,12
1.97006E+11,1970,6,6,Philippines,Southeast Asia,Quezon City,14.67428,121.057495,Bombing/Explosion,0,0
1.97011E+11,1970,11,22,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.97102E+11,1971,2,12,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,,
1.97103E+11,1971,3,0,Philippines,Southeast Asia,Angeles,15.153002,120.591942,Bombing/Explosion,,
1.97103E+11,1971,3,0,Philippines,Southeast Asia,Tarlas,,,Bombing/Explosion,0,0
1.97103E+11,1971,3,30,Philippines,Southeast Asia,Manila,14.596051,120.978666,Hijacking,0,0
1.97109E+11,1971,9,0,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,0,0
1.97109E+11,1971,9,0,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,2,10
1.972E+11,1972,0,0,Philippines,Southeast Asia,Roxas,11.586558,122.753716,Bombing/Explosion,0,0
1.97203E+11,1972,3,27,Philippines,Southeast Asia,Mabalacat City,15.185916,120.54187,Armed Assault,1,1
1.97203E+11,1972,3,28,Philippines,Southeast Asia,Unknown,17.092014,121.965256,Armed Assault,0,0
1.97206E+11,1972,6,21,Philippines,Southeast Asia,Angeles,15.153002,120.591942,Armed Assault,1,0
1.97207E+11,1972,7,14,Philippines,Southeast Asia,Quezon City,14.67428,121.057495,Bombing/Explosion,0,0
1.97207E+11,1972,7,21,Philippines,Southeast Asia,Angeles,15.153002,120.591942,Armed Assault,,
1.97208E+11,1972,8,23,Philippines,Southeast Asia,Mabalacat City,15.185916,120.54187,Armed Assault,,
1.97209E+11,1972,9,27,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,1,0
1.97209E+11,1972,9,20,Brunei,Southeast Asia,Ottawa,45.420943,-75.698945,Assassination,0,0
1.97209E+11,1972,9,20,Brunei,Southeast Asia,Ottawa,45.420943,-75.698945,Assassination,0,0
1.97209E+11,1972,9,20,Brunei,Southeast Asia,Ottawa,45.420943,-75.698945,Assassination,0,0
1.97209E+11,1972,9,20,Brunei,Southeast Asia,Ottawa,45.420943,-75.698945,Assassination,0,0
1.97209E+11,1972,9,20,Brunei,Southeast Asia,Ottawa,45.420943,-75.698945,Assassination,0,0
1.97209E+11,1972,9,23,Cambodia,Southeast Asia,Phnom Penh,11.556374,104.92821,Assassination,0,0
1.97212E+11,1972,12,28,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Hostage Taking (Barricade Incident),0,0
1.97304E+11,1973,4,16,Myanmar,Southeast Asia,Unknown,,,Hostage Taking (Kidnapping),0,0
1.9731E+11,1973,10,19,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,Bombing/Explosion,0,8
1.97401E+11,1974,1,31,Singapore,Southeast Asia,Unknown,1.27986,103.848989,Hostage Taking (Kidnapping),0,0
1.97404E+11,1974,4,13,Philippines,Southeast Asia,Olongapo,14.838794,120.285018,Assassination,3,0
1.97404E+11,1974,4,23,Thailand,Southeast Asia,Muang Pattani district,6.869484,101.250483,Hostage Taking (Kidnapping),2,0
1.97506E+11,1975,6,15,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,1,45
1.97507E+11,1975,7,25,Philippines,Southeast Asia,Malangas,7.629752,123.031662,Hostage Taking (Kidnapping),,
1.97508E+11,1975,8,4,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,Hostage Taking (Barricade Incident),0,3
1.97508E+11,1975,8,25,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,Bombing/Explosion,0,0
1.97508E+11,1975,8,26,Philippines,Southeast Asia,Unknown,,,Hostage Taking (Kidnapping),0,0
1.97509E+11,1975,9,3,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,Bombing/Explosion,,
1.97511E+11,1975,11,7,Philippines,Southeast Asia,Unknown,6.705778,121.972109,Hostage Taking (Kidnapping),0,0
1.97602E+11,1976,2,20,Philippines,Southeast Asia,Unknown,16.799036,121.122622,Facility/Infrastructure Attack,,
1.97602E+11,1976,2,21,Philippines,Southeast Asia,Unknown,16.799036,121.122622,Armed Assault,8,0
1.97602E+11,1976,2,28,Philippines,Southeast Asia,Unknown,6.705778,121.972109,Hostage Taking (Kidnapping),0,0
1.97604E+11,1976,4,7,Philippines,Southeast Asia,Cagayan De Oro,8.482536,124.647404,Hijacking,0,0
1.97605E+11,1976,5,21,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Hijacking,13,25
1.97605E+11,1976,5,24,Philippines,Southeast Asia,Unknown,,,Armed Assault,16,14
1.97606E+11,1976,6,17,Philippines,Southeast Asia,Unknown,,,Armed Assault,3,0
1.97606E+11,1976,6,23,Philippines,Southeast Asia,Unknown,,,Bombing/Explosion,7,34
1.97607E+11,1976,7,31,Philippines,Southeast Asia,Unknown,,,Hostage Taking (Kidnapping),0,0
1.97611E+11,1976,11,22,Philippines,Southeast Asia,Angeles,15.153002,120.591942,Armed Assault,0,0
1.97611E+11,1976,11,29,Myanmar,Southeast Asia,Rangoon,16.887781,96.149559,Bombing/Explosion,,
1.97611E+11,1976,11,29,Myanmar,Southeast Asia,Unknown,,,Bombing/Explosion,,
1.97706E+11,1977,6,0,Thailand,Southeast Asia,Hat Yai,7.013983,100.471242,Bombing/Explosion,0,16
1.97706E+11,1977,6,24,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,0,4
1.97708E+11,1977,8,22,Philippines,Southeast Asia,Olongapo,14.838794,120.285018,Armed Assault,,
1.97708E+11,1977,8,27,Philippines,Southeast Asia,Olongapo,14.838794,120.285018,Armed Assault,,
1.97709E+11,1977,9,22,Thailand,Southeast Asia,Unknown,6.201532,101.251838,Assassination,1,50
1.97711E+11,1977,11,16,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,Bombing/Explosion,0,1
1.97711E+11,1977,11,29,Indonesia,Southeast Asia,Unknown,3.585242,98.675598,Armed Assault,1,1
1.97712E+11,1977,12,4,Malaysia,Southeast Asia,Unknown,5.299445,100.460795,Hijacking,100,0
1.97801E+11,1978,1,14,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,4,0
1.97801E+11,1978,1,19,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Bombing/Explosion,2,36
1.97801E+11,1978,1,19,Philippines,Southeast Asia,Unknown,6.862833,124.445136,Hostage Taking (Kidnapping),0,0
1.97802E+11,1978,2,7,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,1
1.97802E+11,1978,2,26,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Hostage Taking (Kidnapping),0,0
1.97804E+11,1978,4,13,Philippines,Southeast Asia,Upi,,,Armed Assault,43,
1.97804E+11,1978,4,19,Philippines,Southeast Asia,Isabela,6.700414,121.972557,Bombing/Explosion,2,52
1.97804E+11,1978,4,20,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,2,46
1.97804E+11,1978,4,30,Philippines,Southeast Asia,Zamboanga city,6.929089,122.07885,Hostage Taking (Kidnapping),0,0
1.97805E+11,1978,5,16,Indonesia,Southeast Asia,Unknown,-2.533,140.717,Hostage Taking (Kidnapping),,
1.97808E+11,1978,8,13,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Armed Assault,5,8
1.97808E+11,1978,8,22,Philippines,Southeast Asia,Unknown,6.054022,120.999705,Armed Assault,6,12
1.97808E+11,1978,8,30,Thailand,Southeast Asia,Aranyaprathet,13.678221,102.521239,Bombing/Explosion,6,0
1.97808E+11,1978,8,31,Thailand,Southeast Asia,Phu Sang Nua,17.742222,102.057222,Armed Assault,0,0
1.97809E+11,1978,9,2,Philippines,Southeast Asia,Pagadian,7.825203,123.437378,Armed Assault,10,3
1.97809E+11,1978,9,2,Philippines,Southeast Asia,Karavin,,,Armed Assault,4,
1.97809E+11,1978,9,6,Philippines,Southeast Asia,Marawi,8.004674,124.2913,Armed Assault,,2
1.97809E+11,1978,9,9,Philippines,Southeast Asia,Benito Soliven,16.985834,121.960378,Armed Assault,6,
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Wao,7.686119,124.692186,Bombing/Explosion,0,0
1.97809E+11,1978,9,10,Philippines,Southeast Asia,Unknown,6.705778,121.972109,Armed Assault,3,1
1.97809E+11,1978,9,11,Philippines,Southeast Asia,Alamada,7.332382,124.567276,Armed Assault,4,2
1.97809E+11,1978,9,16,Philippines,Southeast Asia,Vitali,7.371695,122.289104,Bombing/Explosion,3,
1.97809E+11,1978,9,18,Philippines,Southeast Asia,Bangaga,7.574132,126.560107,Armed Assault,8,1
1.97809E+11,1978,9,19,Philippines,Southeast Asia,Zamboanga city,6.929089,122.07885,Bombing/Explosion,0,19
1.97809E+11,1978,9,21,Philippines,Southeast Asia,Unknown,17.412622,121.444182,Armed Assault,3,4
1.97809E+11,1978,9,25,Philippines,Southeast Asia,Unknown,7.447973,125.810009,Armed Assault,2,4
1.97809E+11,1978,9,30,Thailand,Southeast Asia,Surat Thani,9.133885,99.326698,Bombing/Explosion,9,12
1.9781E+11,1978,10,19,Thailand,Southeast Asia,Hat Yai,7.013983,100.471242,Bombing/Explosion,0,10
1.9781E+11,1978,10,19,Thailand,Southeast Asia,Huai Yot district,7.773489,99.623,Armed Assault,14,3
1.9781E+11,1978,10,20,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Assassination,,1
1.97811E+11,1978,11,3,Philippines,Southeast Asia,Guimba,15.660564,120.76857,Unknown,16,
1.97811E+11,1978,11,17,Philippines,Southeast Asia,San Rogue,,,Armed Assault,1,
1.97812E+11,1978,12,1,Philippines,Southeast Asia,Maimbung,5.928513,121.027923,Unknown,1,
1.97812E+11,1978,12,1,Philippines,Southeast Asia,Isulan,6.637796,124.599145,Unknown,3,2
1.97812E+11,1978,12,23,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,1,0
1.979E+11,1979,0,0,Philippines,Southeast Asia,Unknown,,,Unknown,,
1.97901E+11,1979,1,2,Myanmar,Southeast Asia,Monqnawng,21.64706,98.12529,Armed Assault,3,2
1.97901E+11,1979,1,3,Myanmar,Southeast Asia,Monqnawng,21.64706,98.12529,Armed Assault,2,1
1.97901E+11,1979,1,3,Myanmar,Southeast Asia,Monqnawng,21.64706,98.12529,Armed Assault,2,3
1.97901E+11,1979,1,4,Myanmar,Southeast Asia,Monqnawng,21.64706,98.12529,Armed Assault,2,0
1.97901E+11,1979,1,7,Myanmar,Southeast Asia,Kengtung district,21.347771,99.033279,Armed Assault,0,1
1.97901E+11,1979,1,7,Philippines,Southeast Asia,Luuk,,,Armed Assault,6,1
1.97901E+11,1979,1,9,Myanmar,Southeast Asia,Mong Tong,20.292237,98.895448,Armed Assault,8,4
1.97901E+11,1979,1,10,Philippines,Southeast Asia,Pangutaran district,6.309924,120.565896,Armed Assault,8,6
1.97901E+11,1979,1,14,Myanmar,Southeast Asia,Pang San,22.833333,97.466667,Armed Assault,11,15
1.97901E+11,1979,1,14,Philippines,Southeast Asia,General Salipada K. Pendatun,6.796989,124.702591,Armed Assault,19,10
1.97901E+11,1979,1,18,Philippines,Southeast Asia,Bohelebong,6.5225,122.19194,Armed Assault,3,0
1.97901E+11,1979,1,18,Philippines,Southeast Asia,Tipo Tipo,6.581675,122.179507,Armed Assault,3,3
1.97901E+11,1979,1,25,Myanmar,Southeast Asia,Konsat,,,Armed Assault,2,0
1.97901E+11,1979,1,28,Myanmar,Southeast Asia,Konsat,,,Armed Assault,0,0
1.97901E+11,1979,1,28,Myanmar,Southeast Asia,Konsat,,,Armed Assault,0,0
1.97901E+11,1979,1,28,Myanmar,Southeast Asia,Konsat,,,Armed Assault,0,0
1.97902E+11,1979,2,2,Myanmar,Southeast Asia,Nam Myai,,,Armed Assault,13,78
1.97902E+11,1979,2,2,Philippines,Southeast Asia,Santa Rita,,,Armed Assault,1,2
1.97902E+11,1979,2,3,Myanmar,Southeast Asia,Wan Pi,21.514028,99.560572,Armed Assault,5,0
1.97902E+11,1979,2,3,Philippines,Southeast Asia,Tumajubong,6.505454,122.030064,Unknown,2,0
1.97902E+11,1979,2,5,Philippines,Southeast Asia,Unknown,6.705778,121.972109,Unknown,2,3
1.97902E+11,1979,2,8,Myanmar,Southeast Asia,Unknown,,,Armed Assault,1,1
1.97902E+11,1979,2,13,Myanmar,Southeast Asia,Ke Hsi Mansam,21.930189,97.826759,Armed Assault,6,2
1.97902E+11,1979,2,15,Thailand,Southeast Asia,Unknown,7.590123,99.63315,Armed Assault,6,0
1.97903E+11,1979,3,0,Philippines,Southeast Asia,Unknown,,,Unknown,,
1.97903E+11,1979,3,9,Myanmar,Southeast Asia,Thaton,16.933177,97.365446,Bombing/Explosion,5,60
1.97903E+11,1979,3,9,Philippines,Southeast Asia,Iligan,8.240043,124.244766,Hostage Taking (Kidnapping),0,0
1.97903E+11,1979,3,15,Myanmar,Southeast Asia,Mindat district,21.127046,92.976887,Armed Assault,0,2
1.97903E+11,1979,3,16,Philippines,Southeast Asia,Siasi district,5.546116,120.818433,Hostage Taking (Kidnapping),,
1.97903E+11,1979,3,20,Myanmar,Southeast Asia,Mong Kai,21.264053,100.093152,Hostage Taking (Kidnapping),4,0
1.97903E+11,1979,3,20,Myanmar,Southeast Asia,Monqnawng,21.64706,98.12529,Hostage Taking (Kidnapping),22,6
1.97903E+11,1979,3,22,Philippines,Southeast Asia,Unknown,5.269061,120.079876,Hostage Taking (Kidnapping),,
1.97903E+11,1979,3,25,Philippines,Southeast Asia,Marawi,8.004674,124.2913,Assassination,1,0
1.97903E+11,1979,3,25,Philippines,Southeast Asia,Iligan,8.240043,124.244766,Armed Assault,1,0
1.97904E+11,1979,4,1,Thailand,Southeast Asia,Bau Chong Tako,,,Armed Assault,1,0
1.97904E+11,1979,4,12,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,0
1.97904E+11,1979,4,12,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,0
1.97904E+11,1979,4,12,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,0
1.97904E+11,1979,4,12,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,0
1.97904E+11,1979,4,12,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,0
1.97904E+11,1979,4,12,Philippines,Southeast Asia,Jolo,6.050458,121.012245,Facility/Infrastructure Attack,0,0
1.97904E+11,1979,4,14,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Armed Assault,4,0
1.97904E+11,1979,4,16,Philippines,Southeast Asia,Manila,14.596051,120.978666,Facility/Infrastructure Attack,0,0
1.97904E+11,1979,4,19,Thailand,Southeast Asia,Yaha district,6.497924,101.116445,Armed Assault,1,0
1.97904E+11,1979,4,21,Thailand,Southeast Asia,Khlong Thom district,7.900495,99.23422,Armed Assault,4,0
1.97904E+11,1979,4,22,Thailand,Southeast Asia,Chiang Mai,18.790977,98.960776,Armed Assault,2,0
1.97904E+11,1979,4,22,Thailand,Southeast Asia,Cha-uat district,7.970148,99.946508,Armed Assault,1,0
1.97904E+11,1979,4,22,Thailand,Southeast Asia,Sangkhla Buri district,15.15657,98.396494,Bombing/Explosion,0,0
1.97904E+11,1979,4,22,Thailand,Southeast Asia,Ban Si Thai,19.644756,99.378409,Armed Assault,0,0
1.97904E+11,1979,4,22,Thailand,Southeast Asia,Baukhao Phra,14.481587,100.614812,Armed Assault,0,0
1.97905E+11,1979,5,0,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Assassination,1,0
1.97905E+11,1979,5,0,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Assassination,1,0
1.97905E+11,1979,5,0,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Assassination,1,0
1.97905E+11,1979,5,0,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Assassination,1,0
1.97905E+11,1979,5,0,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Assassination,1,0
1.97905E+11,1979,5,4,Thailand,Southeast Asia,Unknown,,,Bombing/Explosion,7,40
1.97905E+11,1979,5,7,Philippines,Southeast Asia,Cotabato City,7.209594,124.241966,Bombing/Explosion,,
1.97905E+11,1979,5,7,Philippines,Southeast Asia,Dipolog,8.584974,123.342845,Armed Assault,1,0
1.97905E+11,1979,5,9,Philippines,Southeast Asia,Marawi,8.004674,124.2913,Hostage Taking (Kidnapping),0,0
1.97905E+11,1979,5,13,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Assassination,1,0
1.97905E+11,1979,5,13,Philippines,Southeast Asia,Unknown,6.705778,121.972109,Armed Assault,0,4
1.97905E+11,1979,5,13,Philippines,Southeast Asia,Tapul,,,Unknown,3,0
1.97905E+11,1979,5,13,Philippines,Southeast Asia,Pangutaran district,6.309924,120.565896,Unknown,2,0
1.97905E+11,1979,5,29,Philippines,Southeast Asia,Bongabon,15.631174,121.145,Assassination,2,0
1.97905E+11,1979,5,30,Philippines,Southeast Asia,Pantabangan,15.808517,121.146091,Assassination,1,0
1.97905E+11,1979,5,30,Thailand,Southeast Asia,Nam Som district,17.770278,102.189444,Bombing/Explosion,27,3
1.97906E+11,1979,6,2,Philippines,Southeast Asia,Patikul,6.089647,121.10537,Armed Assault,6,4
1.97906E+11,1979,6,2,Philippines,Southeast Asia,Jolo,6.050458,121.012245,Unknown,1,1
1.97906E+11,1979,6,2,Philippines,Southeast Asia,Unknown,6.705778,121.972109,Unknown,4,2
1.97906E+11,1979,6,8,Philippines,Southeast Asia,Mapanas,12.475771,125.255491,Hostage Taking (Barricade Incident),0,1
1.97906E+11,1979,6,9,Philippines,Southeast Asia,Cotabato City,7.209594,124.241966,Assassination,3,1
1.97906E+11,1979,6,22,Thailand,Southeast Asia,Khian Sa district,8.769267,99.145615,Assassination,1,0
1.97906E+11,1979,6,24,Thailand,Southeast Asia,Huai Yot district,7.773489,99.623,Unknown,9,6
1.97906E+11,1979,6,26,Philippines,Southeast Asia,Cotabato City,7.209594,124.241966,Hostage Taking (Kidnapping),6,0
1.97907E+11,1979,7,1,Philippines,Southeast Asia,Masiu,7.820747,124.326546,Bombing/Explosion,2,5
1.97907E+11,1979,7,14,Philippines,Southeast Asia,Manukan District,8.518432,123.09752,Unknown,12,0
1.97907E+11,1979,7,21,Malaysia,Southeast Asia,Unknown,4.813552,100.828051,Armed Assault,5,
1.97909E+11,1979,9,21,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,0
1.9791E+11,1979,10,6,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,3,0
1.9791E+11,1979,10,15,Philippines,Southeast Asia,Manila,14.596051,120.978666,Armed Assault,2,5
1.9791E+11,1979,10,21,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,0,0
1.9791E+11,1979,10,29,Philippines,Southeast Asia,Baloi,,,Hostage Taking (Kidnapping),,
1.97911E+11,1979,11,28,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,0,0
1.97911E+11,1979,11,30,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,0,0
1.97912E+11,1979,12,24,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,6,28
1.98001E+11,1980,1,12,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,2,0
1.98001E+11,1980,1,18,Philippines,Southeast Asia,Davao City,7.083241,125.600998,Bombing/Explosion,3,8
1.98001E+11,1980,1,19,Philippines,Southeast Asia,Angeles,15.153002,120.591942,Bombing/Explosion,0,8
1.98001E+11,1980,1,19,Philippines,Southeast Asia,Cotabato City,7.209594,124.241966,Bombing/Explosion,1,20
1.98001E+11,1980,1,30,Myanmar,Southeast Asia,Unknown,,,Bombing/Explosion,6,8
1.98002E+11,1980,2,0,Thailand,Southeast Asia,Nong Khai,17.878397,102.741264,Facility/Infrastructure Attack,,
1.98002E+11,1980,2,0,Thailand,Southeast Asia,Unknown,6.869484,101.250483,Facility/Infrastructure Attack,,
1.98002E+11,1980,2,0,Thailand,Southeast Asia,Hat Yai,7.013983,100.471242,Bombing/Explosion,4,41
1.98002E+11,1980,2,8,Thailand,Southeast Asia,Hat Yai,7.013983,100.471242,Bombing/Explosion,3,25
1.98002E+11,1980,2,15,Thailand,Southeast Asia,Unknown,,,Bombing/Explosion,1,0
1.98002E+11,1980,2,27,Philippines,Southeast Asia,La Libertad,,,Hostage Taking (Kidnapping),1,1
1.98003E+11,1980,3,7,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,13,14
1.98003E+11,1980,3,9,Philippines,Southeast Asia,Ozamiz,8.157809,123.846756,Bombing/Explosion,0,0
1.98003E+11,1980,3,9,Philippines,Southeast Asia,Ozamiz,8.157809,123.846756,Bombing/Explosion,30,60
1.98003E+11,1980,3,9,Philippines,Southeast Asia,Ozamiz,8.157809,123.846756,Bombing/Explosion,8,60
1.98003E+11,1980,3,9,Philippines,Southeast Asia,Iligan,8.240043,124.244766,Bombing/Explosion,0,0
1.98003E+11,1980,3,9,Philippines,Southeast Asia,Saray Tibinga,,,Bombing/Explosion,8,17
1.98003E+11,1980,3,9,Philippines,Southeast Asia,Iligan,8.240043,124.244766,Bombing/Explosion,0,0
1.98003E+11,1980,3,15,Philippines,Southeast Asia,Unknown,5.269061,120.079876,Armed Assault,6,1
1.98003E+11,1980,3,16,Philippines,Southeast Asia,Unknown,5.269061,120.079876,Armed Assault,10,5
1.98003E+11,1980,3,19,Philippines,Southeast Asia,Unknown,,,Armed Assault,1,1
1.98003E+11,1980,3,24,Thailand,Southeast Asia,Khuan Pang,8.231053,99.857142,Armed Assault,0,0
1.98003E+11,1980,3,27,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Assassination,1,0
1.98003E+11,1980,3,27,Thailand,Southeast Asia,Kamphaeng Phet,16.48278,99.522662,Bombing/Explosion,0,0
1.98003E+11,1980,3,28,Thailand,Southeast Asia,Kamphaeng Phet,16.48278,99.522662,Bombing/Explosion,7,0
1.98004E+11,1980,4,1,Thailand,Southeast Asia,Wiang Sa,8.645462,99.311828,Unknown,,
1.98004E+11,1980,4,1,Thailand,Southeast Asia,Ban Na Doem district,8.885,99.31,Bombing/Explosion,6,0
1.98004E+11,1980,4,11,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,19,25
1.98004E+11,1980,4,13,Philippines,Southeast Asia,Pagadian,7.825203,123.437378,Bombing/Explosion,11,100
1.98004E+11,1980,4,22,Philippines,Southeast Asia,Pagadian,7.825203,123.437378,Facility/Infrastructure Attack,0,0
1.98004E+11,1980,4,22,Thailand,Southeast Asia,Unknown,,,Bombing/Explosion,6,30
1.98004E+11,1980,4,26,Thailand,Southeast Asia,Cho-airong district,6.190088,101.797961,Bombing/Explosion,1,1
1.98004E+11,1980,4,28,Thailand,Southeast Asia,Chaiyaphum,15.807342,102.028865,Bombing/Explosion,8,0
1.98005E+11,1980,5,30,Thailand,Southeast Asia,Bangkok,13.723419,101.658222,Bombing/Explosion,0,9
1.98006E+11,1980,6,4,Philippines,Southeast Asia,Parang,,,Bombing/Explosion,18,6
1.98006E+11,1980,6,4,Philippines,Southeast Asia,Unknown,15.543534,121.085281,Facility/Infrastructure Attack,0,2
1.98006E+11,1980,6,5,Philippines,Southeast Asia,Cabanatuan,15.476183,120.960686,Bombing/Explosion,6,0
1.98006E+11,1980,6,6,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Unknown,3,10
1.98006E+11,1980,6,13,Philippines,Southeast Asia,Unknown,7.828461,123.436612,Armed Assault,10,0
1.98006E+11,1980,6,30,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,0,0
1.98006E+11,1980,6,30,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,0,0
1.98006E+11,1980,6,30,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Bombing/Explosion,0,31
1.98006E+11,1980,6,30,Thailand,Southeast Asia,Bangkok,13.723419,101.658222,Bombing/Explosion,0,1
1.98008E+11,1980,8,2,Philippines,Southeast Asia,Unknown,,,Hostage Taking (Kidnapping),,
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,,
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,2
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,23,Thailand,Southeast Asia,Unknown,,,Unknown,4,0
1.98008E+11,1980,8,25,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,25,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,0,0
1.98008E+11,1980,8,25,Thailand,Southeast Asia,Unknown,,,Bombing/Explosion,,
