eventid,iyear,imonth,iday,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,nkill,nwound
1.99511E+11,1995,11,2,Vietnam,Southeast Asia,Dalat,11.941593,108.458004,Bombing/Explosion,0,5
1.99511E+11,1995,11,5,Indonesia,Southeast Asia,Padang,-0.95,100.353056,Unknown,0,8
1.99511E+11,1995,11,11,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Unknown,0,0
1.99511E+11,1995,11,12,Indonesia,Southeast Asia,Padang,-0.95,100.353056,Facility/Infrastructure Attack,0,0
1.99511E+11,1995,11,15,Indonesia,Southeast Asia,Jayapura,-2.528781,140.713463,Hostage Taking (Kidnapping),0,0
1.99511E+11,1995,11,27,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,0,0
1.99511E+11,1995,11,28,Philippines,Southeast Asia,Kabacan,7.107355,124.827773,Bombing/Explosion,1,28
1.99512E+11,1995,12,1,Indonesia,Southeast Asia,Iliomar,-8.709089,126.828327,Unknown,30,0
1.99512E+11,1995,12,7,Philippines,Southeast Asia,Palayan,15.540316,121.086942,Bombing/Explosion,0,0
1.99512E+11,1995,12,7,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Unknown,0,0
1.99512E+11,1995,12,9,Thailand,Southeast Asia,Ban Mae La,14.504685,100.614025,Hijacking,2,0
1.99512E+11,1995,12,10,Thailand,Southeast Asia,Unknown,16.902291,99.012786,Unknown,1,2
1.99512E+11,1995,12,11,Philippines,Southeast Asia,Manila,14.596051,120.978666,Armed Assault,2,0
1.99512E+11,1995,12,11,Philippines,Southeast Asia,Manila,14.596051,120.978666,Armed Assault,2,3
1.99512E+11,1995,12,11,Philippines,Southeast Asia,Manila,14.596051,120.978666,Armed Assault,0,1
1.99512E+11,1995,12,12,Philippines,Southeast Asia,Unknown,7.012979,125.098343,Armed Assault,5,0
1.99512E+11,1995,12,12,Philippines,Southeast Asia,Manila,14.596051,120.978666,Armed Assault,1,0
1.99512E+11,1995,12,13,Philippines,Southeast Asia,Unknown,,,Unknown,5,0
1.99512E+11,1995,12,23,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Bombing/Explosion,0,3
1.99512E+11,1995,12,23,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Bombing/Explosion,0,0
1.99512E+11,1995,12,25,Thailand,Southeast Asia,Mae Sot,16.717265,98.569642,Facility/Infrastructure Attack,0,2
1.99512E+11,1995,12,27,Philippines,Southeast Asia,Manila,14.596051,120.978666,Armed Assault,1,1
1.99512E+11,1995,12,27,Philippines,Southeast Asia,Cebu City,10.338213,123.942398,Hostage Taking (Kidnapping),0,0
1.99512E+11,1995,12,27,Thailand,Southeast Asia,Mae Sot,16.717265,98.569642,Armed Assault,1,1
1.99512E+11,1995,12,28,Philippines,Southeast Asia,Gapas,10.631532,124.951606,Armed Assault,14,0
1.99601E+11,1996,1,4,Cambodia,Southeast Asia,Poipet,13.65,102.566667,Bombing/Explosion,4,16
1.99601E+11,1996,1,8,Philippines,Southeast Asia,Kabacan,7.107355,124.827773,Armed Assault,4,60
1.99601E+11,1996,1,8,Indonesia,Southeast Asia,Mapunduma,-0.861453,134.062042,Hostage Taking (Kidnapping),2,0
1.99601E+11,1996,1,9,Cambodia,Southeast Asia,Poipet,13.65,102.566667,Bombing/Explosion,4,14
1.99601E+11,1996,1,9,Indonesia,Southeast Asia,Leoruka,-8.867896,125.704607,Armed Assault,9,0
1.99601E+11,1996,1,11,Thailand,Southeast Asia,Mae La,14.504685,100.614025,Assassination,1,0
1.99601E+11,1996,1,19,Indonesia,Southeast Asia,Unknown,,,Hijacking,,
1.99601E+11,1996,1,20,Myanmar,Southeast Asia,Unknown,,,Unknown,20,25
1.99601E+11,1996,1,20,Philippines,Southeast Asia,Kumalarang,7.751209,123.148704,Armed Assault,2,3
1.99601E+11,1996,1,30,Thailand,Southeast Asia,Unknown,,,Armed Assault,3,0
1.99601E+11,1996,1,30,Indonesia,Southeast Asia,Asalau,-8.92707,125.225323,Armed Assault,2,0
1.99602E+11,1996,2,1,Philippines,Southeast Asia,Manila,14.596051,120.978666,Hostage Taking (Kidnapping),,1
1.99602E+11,1996,2,8,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,0,1
1.99602E+11,1996,2,12,Philippines,Southeast Asia,Dipolog,8.584932,123.338499,Assassination,1,
1.99602E+11,1996,2,14,Philippines,Southeast Asia,Manila,14.596051,120.978666,Bombing/Explosion,,4
1.99602E+11,1996,2,22,Philippines,Southeast Asia,Kolambugan,8.11406,123.89685,Assassination,1,
1.99602E+11,1996,2,27,Myanmar,Southeast Asia,Ta Ok,16.3667,98.5833,Armed Assault,16,0
1.99602E+11,1996,2,28,Philippines,Southeast Asia,Unknown,,,Hostage Taking (Kidnapping),0,0
1.99602E+11,1996,2,28,Cambodia,Southeast Asia,Poipet,13.65,102.566667,Bombing/Explosion,5,16
1.99602E+11,1996,2,29,Philippines,Southeast Asia,Jolo,6.050458,121.012245,Facility/Infrastructure Attack,,
1.99603E+11,1996,3,5,Philippines,Southeast Asia,Tuburan,10.728829,123.82764,Armed Assault,3,
1.99603E+11,1996,3,6,Cambodia,Southeast Asia,Battambang,13.100295,103.199887,Bombing/Explosion,0,6
1.99603E+11,1996,3,10,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,
1.99603E+11,1996,3,10,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,3
1.99603E+11,1996,3,10,Philippines,Southeast Asia,Isabela,6.700414,121.972557,Bombing/Explosion,,
1.99603E+11,1996,3,10,Indonesia,Southeast Asia,Tembagadura,-4.266966,137.0472,Unknown,0,15
1.99603E+11,1996,3,11,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,
1.99603E+11,1996,3,12,Indonesia,Southeast Asia,Timika,-4.55013,136.889096,Armed Assault,0,0
1.99603E+11,1996,3,13,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,20
1.99603E+11,1996,3,14,Philippines,Southeast Asia,Makati,14.549431,121.033592,Hostage Taking (Kidnapping),,
1.99603E+11,1996,3,14,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,0,0
1.99603E+11,1996,3,17,Philippines,Southeast Asia,Midsayap,7.19479,124.53475,Hostage Taking (Kidnapping),4,
1.99603E+11,1996,3,20,Philippines,Southeast Asia,Cotabato City,7.209594,124.241966,Assassination,0,2
1.99603E+11,1996,3,24,Philippines,Southeast Asia,Sultan Sa Barongis,6.892857,124.6218,Unknown,3,
1.99603E+11,1996,3,26,Philippines,Southeast Asia,Manila,14.596051,120.978666,Hostage Taking (Kidnapping),1,
1.99603E+11,1996,3,26,Cambodia,Southeast Asia,Siem Reap,13.344637,103.847055,Hostage Taking (Kidnapping),0,0
1.99604E+11,1996,4,3,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,5
1.99604E+11,1996,4,3,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,0
1.99604E+11,1996,4,7,Philippines,Southeast Asia,Patikul,6.088221,121.109329,Armed Assault,4,
1.99604E+11,1996,4,8,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,,
1.99604E+11,1996,4,9,Cambodia,Southeast Asia,Unknown,13.344637,103.847055,Bombing/Explosion,1,2
1.99604E+11,1996,4,10,Philippines,Southeast Asia,Malangas,7.628307,123.031334,Bombing/Explosion,0,0
1.99604E+11,1996,4,11,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Assassination,1,0
1.99604E+11,1996,4,13,Philippines,Southeast Asia,Santa Cruz,14.283596,121.418635,Hostage Taking (Kidnapping),,
1.99604E+11,1996,4,13,Philippines,Southeast Asia,Quezon City,14.67428,121.057495,Hostage Taking (Kidnapping),,
1.99604E+11,1996,4,16,Cambodia,Southeast Asia,Kampot,10.6063,104.1819,Armed Assault,1,3
1.99604E+11,1996,4,17,Philippines,Southeast Asia,Quezon City,14.67428,121.057495,Hostage Taking (Kidnapping),,
1.99604E+11,1996,4,19,Philippines,Southeast Asia,Cotabato City,7.209594,124.241966,Unknown,6,0
1.99604E+11,1996,4,21,Indonesia,Southeast Asia,Medan,3.585242,98.675598,Armed Assault,0,0
1.99604E+11,1996,4,21,Indonesia,Southeast Asia,Medan,3.585242,98.675598,Facility/Infrastructure Attack,0,0
1.99604E+11,1996,4,29,Philippines,Southeast Asia,Carranglan,15.959405,121.06625,Unknown,4,1
1.99604E+11,1996,4,29,Cambodia,Southeast Asia,Railin,13.1,103.2,Armed Assault,4,0
1.99604E+11,1996,4,30,Philippines,Southeast Asia,Santa Cruz,14.283596,121.418635,Assassination,1,
1.99605E+11,1996,5,7,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Hostage Taking (Kidnapping),1,0
1.99605E+11,1996,5,8,Cambodia,Southeast Asia,Unknown,11.615511,104.379191,Hostage Taking (Kidnapping),0,0
1.99605E+11,1996,5,11,Philippines,Southeast Asia,Tuburan,10.728829,123.82764,Armed Assault,,
1.99605E+11,1996,5,14,Philippines,Southeast Asia,Manila,14.596051,120.978666,Hostage Taking (Kidnapping),,
1.99605E+11,1996,5,17,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,
1.99605E+11,1996,5,18,Philippines,Southeast Asia,Unknown,14.680798,120.540428,Armed Assault,3,9
1.99605E+11,1996,5,18,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,1,0
1.99605E+11,1996,5,19,Myanmar,Southeast Asia,Unknown,,,Unknown,20,0
1.99605E+11,1996,5,21,Myanmar,Southeast Asia,Kanyutkwin,18.33997,96.491669,Bombing/Explosion,9,7
1.99605E+11,1996,5,21,Philippines,Southeast Asia,Lambayong,6.804105,124.634045,Armed Assault,1,7
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99605E+11,1996,5,25,Cambodia,Southeast Asia,Unknown,,,Unknown,0,0
1.99606E+11,1996,6,4,Philippines,Southeast Asia,Kasibu,16.31764,121.294795,Armed Assault,1,
1.99606E+11,1996,6,5,Myanmar,Southeast Asia,Khwethe,,,Bombing/Explosion,1,5
1.99606E+11,1996,6,13,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,1,
1.99606E+11,1996,6,13,Thailand,Southeast Asia,Mae Sot,16.723537,98.584374,Bombing/Explosion,0,3
1.99606E+11,1996,6,15,Cambodia,Southeast Asia,Unknown,10.6063,104.1819,Hostage Taking (Kidnapping),14,1
1.99606E+11,1996,6,16,Thailand,Southeast Asia,Unknown,,,Hostage Taking (Kidnapping),1,2
1.99606E+11,1996,6,17,Philippines,Southeast Asia,Zamboanga City,6.929089,122.07885,Bombing/Explosion,,1
1.99606E+11,1996,6,18,Cambodia,Southeast Asia,Battambang,13.1,103.2,Bombing/Explosion,0,2
1.99606E+11,1996,6,20,Thailand,Southeast Asia,Tha Song Yang district,17.226944,98.225556,Armed Assault,0,0
1.99606E+11,1996,6,21,Cambodia,Southeast Asia,Unknown,11.99141,105.465401,Armed Assault,0,1
1.99606E+11,1996,6,22,Cambodia,Southeast Asia,Unknown,12.71197,104.888603,Armed Assault,0,0
1.99606E+11,1996,6,27,Myanmar,Southeast Asia,Unknown,,,Bombing/Explosion,,0
1.99607E+11,1996,7,3,Myanmar,Southeast Asia,Yangon,16.887781,96.149559,Bombing/Explosion,0,0
1.99607E+11,1996,7,17,Cambodia,Southeast Asia,Unknown,13.344637,103.847055,Hostage Taking (Kidnapping),0,0
1.99607E+11,1996,7,21,Philippines,Southeast Asia,Manila,14.596051,120.978666,Assassination,1,
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Armed Assault,5,149
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,27,Indonesia,Southeast Asia,Jakarta,-6.208821,106.846046,Facility/Infrastructure Attack,0,0
1.99607E+11,1996,7,28,Philippines,Southeast Asia,Isabela,6.700414,121.972557,Armed Assault,4,3
1.99607E+11,1996,7,28,Vietnam,Southeast Asia,Hanoi,21.033077,105.849981,Unknown,0,1
1.99607E+11,1996,7,29,Philippines,Southeast Asia,Unknown,14.599352,120.984772,Armed Assault,4,3
1.99607E+11,1996,7,30,Philippines,Southeast Asia,Kumalarang,7.751209,123.148704,Facility/Infrastructure Attack,,
1.99608E+11,1996,8,1,Philippines,Southeast Asia,Limaong,7.361494,122.368451,Unknown,,
1.99608E+11,1996,8,13,Indonesia,Southeast Asia,Yogyakarta,-7.797224,110.368797,Unarmed Assault,1,0
1.99608E+11,1996,8,14,Indonesia,Southeast Asia,Timika,-4.55013,136.889096,Hostage Taking (Kidnapping),0,0
1.99608E+11,1996,8,25,Thailand,Southeast Asia,Mae Sot,16.717265,98.569642,Unknown,0,2
1.99608E+11,1996,8,27,Indonesia,Southeast Asia,Surabaya,-7.289166,112.734398,Armed Assault,0,0
1.99608E+11,1996,8,28,Philippines,Southeast Asia,Unknown,6.508416,124.855245,Armed Assault,7,1
1.99609E+11,1996,9,7,Philippines,Southeast Asia,Mapandan,16.025407,120.453097,Bombing/Explosion,8,7
1.99609E+11,1996,9,11,Laos,Southeast Asia,Vientiane,17.965664,102.623034,Unknown,5,1
1.99609E+11,1996,9,11,Myanmar,Southeast Asia,Tee Baw Bow,,,Unknown,6,4
1.99609E+11,1996,9,12,Philippines,Southeast Asia,Cotabato City,7.209594,124.241966,Armed Assault,,1
1.99609E+11,1996,9,12,Philippines,Southeast Asia,Mampalang,,,Armed Assault,5,
1.99609E+11,1996,9,15,Philippines,Southeast Asia,Pikit,7.057424,124.678935,Unknown,2,
1.99609E+11,1996,9,17,Indonesia,Southeast Asia,Bekasi,-6.277,106.9469,Facility/Infrastructure Attack,0,0
1.99609E+11,1996,9,23,Myanmar,Southeast Asia,Hpa-an district,17.345221,98.103552,Unknown,6,7
1.9961E+11,1996,10,1,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,0,1
1.9961E+11,1996,10,4,Cambodia,Southeast Asia,Unknown,12.25,104.666667,Unknown,4,7
1.9961E+11,1996,10,9,Philippines,Southeast Asia,Paracale,14.282421,122.794776,Armed Assault,2,1
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,1,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,1,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,1,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,1,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,1,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Armed Assault,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,10,Indonesia,Southeast Asia,Situbondo,-7.705053,113.995279,Facility/Infrastructure Attack,0,0
1.9961E+11,1996,10,12,Philippines,Southeast Asia,Carmen,7.199509,124.796982,Armed Assault,,
1.9961E+11,1996,10,14,Philippines,Southeast Asia,Manila,14.596051,120.978666,Hostage Taking (Kidnapping),,
1.9961E+11,1996,10,17,Philippines,Southeast Asia,Manila,14.596051,120.978666,Hostage Taking (Barricade Incident),,
1.9961E+11,1996,10,20,Cambodia,Southeast Asia,Unknown,12.25,104.666667,Hostage Taking (Kidnapping),0,0
1.9961E+11,1996,10,22,Philippines,Southeast Asia,Unknown,6.638867,124.601746,Hostage Taking (Kidnapping),,
1.9961E+11,1996,10,24,Indonesia,Southeast Asia,Baucau,-8.46643,126.449704,Assassination,1,0
1.9961E+11,1996,10,28,Philippines,Southeast Asia,Sumisip district,6.420622,121.973513,Unknown,8,
1.99611E+11,1996,11,6,Thailand,Southeast Asia,Unknown,13.545801,101.611769,Armed Assault,1,6
1.99611E+11,1996,11,7,Cambodia,Southeast Asia,Siem Reap,13.36866,103.864403,Bombing/Explosion,5,7
1.99611E+11,1996,11,7,Indonesia,Southeast Asia,Dili,-8.54966,125.566599,Armed Assault,0,1
1.99611E+11,1996,11,9,Myanmar,Southeast Asia,Yangon,16.887781,96.149559,Armed Assault,0,0
1.99611E+11,1996,11,9,Myanmar,Southeast Asia,Yangon,16.887781,96.149559,Armed Assault,0,0
1.99611E+11,1996,11,9,Thailand,Southeast Asia,Unknown,16.442952,100.348233,Assassination,1,0
1.99611E+11,1996,11,9,Thailand,Southeast Asia,Unknown,13.563607,100.211582,Assassination,0,1
1.99611E+11,1996,11,9,Thailand,Southeast Asia,Unknown,13.978631,100.166803,Armed Assault,0,0
1.99611E+11,1996,11,11,Thailand,Southeast Asia,Unknown,8.391111,99.821944,Assassination,1,0
1.99611E+11,1996,11,13,Indonesia,Southeast Asia,Dili,-8.54966,125.566599,Facility/Infrastructure Attack,0,0
1.99611E+11,1996,11,14,Thailand,Southeast Asia,Mueang Nakhon Sawan district,15.698738,100.11996,Assassination,1,0
1.99611E+11,1996,11,15,Indonesia,Southeast Asia,Dili,-8.54966,125.566599,Unknown,0,1
1.99611E+11,1996,11,17,Thailand,Southeast Asia,Bangkok,13.785793,100.560852,Assassination,0,2
1.99611E+11,1996,11,19,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Assassination,1,0
1.99611E+11,1996,11,24,Thailand,Southeast Asia,Songkhla,7.189766,100.595381,Armed Assault,0,0
1.99611E+11,1996,11,24,Thailand,Southeast Asia,Yala,6.545499,101.2799,Armed Assault,0,0
1.99611E+11,1996,11,24,Thailand,Southeast Asia,Cho-airong district,6.190088,101.797961,Armed Assault,0,0
1.99611E+11,1996,11,24,Thailand,Southeast Asia,Cho-airong district,6.190088,101.797961,Armed Assault,0,0
1.99611E+11,1996,11,24,Thailand,Southeast Asia,Cho-airong district,6.190088,101.797961,Bombing/Explosion,0,0
1.99611E+11,1996,11,27,Philippines,Southeast Asia,Sirawai,7.590722,122.143841,Unknown,2,5
1.99611E+11,1996,11,27,Philippines,Southeast Asia,Sirawai,7.590722,122.143841,Unknown,5,5
1.99612E+11,1996,12,5,Cambodia,Southeast Asia,Battambang,13.1,103.2,Armed Assault,0,1
1.99612E+11,1996,12,6,Cambodia,Southeast Asia,Battambang,13.1,103.2,Bombing/Explosion,0,0
1.99612E+11,1996,12,11,Philippines,Southeast Asia,Kabasalan,7.794568,122.788106,Hostage Taking (Kidnapping),,
1.99612E+11,1996,12,15,Philippines,Southeast Asia,Cavite,14.484249,120.899584,Assassination,1,1
1.99612E+11,1996,12,24,Indonesia,Southeast Asia,Dili,-8.54966,125.566599,Assassination,1,5
1.99612E+11,1996,12,24,Indonesia,Southeast Asia,Dili,-8.54966,125.566599,Unknown,0,2
1.99612E+11,1996,12,25,Myanmar,Southeast Asia,Yangon,16.887781,96.149559,Bombing/Explosion,4,18
1.99612E+11,1996,12,25,Myanmar,Southeast Asia,Yangon,16.887781,96.149559,Bombing/Explosion,4,18
1.99612E+11,1996,12,25,Philippines,Southeast Asia,Isabela,6.700414,121.972557,Hostage Taking (Kidnapping),5,
1.99612E+11,1996,12,26,Indonesia,Southeast Asia,Tasikmalaya,-7.327954,108.214104,Armed Assault,4,15
1.99701E+11,1997,1,2,Cambodia,Southeast Asia,Phnom Penh,11.558831,104.917445,Armed Assault,0,1
1.99701E+11,1997,1,6,Philippines,Southeast Asia,Iligan,8.240043,124.244766,Bombing/Explosion,0,14
1.99701E+11,1997,1,15,Philippines,Southeast Asia,Unknown,6.638867,124.601746,Hostage Taking (Kidnapping),1,0
1.99701E+11,1997,1,16,Philippines,Southeast Asia,Buldon,7.517844,124.372113,Bombing/Explosion,6,2
1.99701E+11,1997,1,19,Philippines,Southeast Asia,Datu Odin Sinsuat district,7.182325,124.215714,Hostage Taking (Kidnapping),0,0
1.99701E+11,1997,1,28,Thailand,Southeast Asia,Mae Sot,16.717265,98.569642,Armed Assault,1,0
1.99701E+11,1997,1,28,Thailand,Southeast Asia,Mae Sot,16.717265,98.569642,Armed Assault,1,0
1.99701E+11,1997,1,28,Thailand,Southeast Asia,Mae Sot,16.717265,98.569642,Armed Assault,1,0
1.99701E+11,1997,1,30,Indonesia,Southeast Asia,Rengasdengklok,-6.159167,107.298056,Facility/Infrastructure Attack,0,0
1.99702E+11,1997,2,4,Philippines,Southeast Asia,Jolo,6.050458,121.012245,Assassination,2,4
1.99702E+11,1997,2,7,Philippines,Southeast Asia,Datu Piang,7.03147,124.502671,Hostage Taking (Kidnapping),4,4
1.99702E+11,1997,2,7,Thailand,Southeast Asia,Ban Kawma Lekho,17.284503,98.286948,Bombing/Explosion,0,4
1.99702E+11,1997,2,7,Cambodia,Southeast Asia,Samlot,12.621172,102.859,Bombing/Explosion,0,1
1.99702E+11,1997,2,9,Philippines,Southeast Asia,Silay,10.756452,123.089593,Armed Assault,1,1
1.99702E+11,1997,2,9,Cambodia,Southeast Asia,Unknown,10.6063,104.1819,Bombing/Explosion,5,32
1.99702E+11,1997,2,14,Cambodia,Southeast Asia,Anlong Veng,14.233333,104.083333,Armed Assault,12,0
1.99702E+11,1997,2,18,Thailand,Southeast Asia,Kwaymong,,,Bombing/Explosion,5,3
1.99702E+11,1997,2,20,Cambodia,Southeast Asia,Unknown,13.1,103.2,Assassination,3,0
1.99702E+11,1997,2,21,Indonesia,Southeast Asia,Ambeno,-9.296778,124.282588,Armed Assault,1,0
1.99702E+11,1997,2,23,Philippines,Southeast Asia,Datu Odin Sinsuat district,7.182325,124.215714,Unknown,0,7
1.99702E+11,1997,2,24,Philippines,Southeast Asia,Midsayap,7.19479,124.53475,Bombing/Explosion,0,5
1.99702E+11,1997,2,25,Philippines,Southeast Asia,Pagalungan,7.056056,124.697846,Armed Assault,0,3
1.99703E+11,1997,3,10,Philippines,Southeast Asia,Sultan Naga Dimaporo,7.795254,123.720478,Hostage Taking (Kidnapping),1,0
1.99703E+11,1997,3,11,Philippines,Southeast Asia,Iligan,8.240043,124.244766,Hostage Taking (Kidnapping),0,0
1.99703E+11,1997,3,15,Myanmar,Southeast Asia,Mandalay,21.973508,96.08208,Unknown,0,0
1.99703E+11,1997,3,15,Myanmar,Southeast Asia,Mandalay,21.973508,96.08208,Unknown,0,0
